X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
66.5,56.833333333333336,train,2.362473935629818E-6,6.613744982341701,0.10594270987091436
66.66666666666666,56.833333333333336,train,1.719107184097202E-6,5.199226942954979,0.07825688047624013
66.83333333333331,56.833333333333336,train,1.6481695352397214E-6,5.0264760297724695,0.07515223838809448
67.0,56.833333333333336,train,1.6030155455498463E-6,4.917485418164414,0.07317059406143023
67.16666666666666,56.833333333333336,train,1.3822784584097305E-6,4.38684785872989,0.06342196279117318
67.33333333333331,56.833333333333336,train,1.7734437475800317E-6,5.327043254267818,0.08062791220806886
67.5,56.833333333333336,train,1.6812281552865375E-6,5.106982036013455,0.0766003739088792
67.66666666666666,56.833333333333336,train,1.7555048289698982E-6,5.285772024164781,0.0798458042518263
67.83333333333331,56.833333333333336,train,2.014010872155074E-6,5.880134182507191,0.09105224379182653
68.0,56.833333333333336,train,2.1523076767695506E-6,6.17921746208353,0.09699137339795638
68.16666666666666,56.833333333333336,train,2.3622645584987044E-6,6.613311432755107,0.10593383644725074
68.5,56.833333333333336,train,3.148743475343654E-6,8.14097747574111,0.13865140401404397
68.66666666666666,56.833333333333336,train,2.894944403921233E-6,7.679880083056383,0.1282263464526462
68.83333333333331,56.833333333333336,train,2.949497431623473E-6,7.77972923993677,0.13047776202401173
69.0,56.833333333333336,train,3.2877388039991166E-6,8.388813561260777,0.14430785082720432
69.16666666666666,56.833333333333336,train,3.9163761481145745E-6,9.519877206474025,0.16943004656708094
69.33333333333331,56.833333333333336,train,3.938954593870594E-6,9.558186155576664,0.17031849524387332
69.5,56.833333333333336,train,4.268463458300751E-6,10.144097215235686,0.18317685897936498
69.66666666666666,56.833333333333336,train,4.414458087589718E-6,10.386510248590012,0.18881008921757425
69.83333333333331,56.833333333333336,train,4.348395112023223E-6,10.279003422865319,0.1862658653961129
70.0,56.833333333333336,train,4.546340083855686E-6,10.595789207242559,0.19386537539792315
70.33333333333331,56.833333333333336,train,4.541216435829902E-6,10.58789140740518,0.19366956575687166
66.5,56.66666666666667,train,2.301694797551783E-6,6.488008871638634,0.10336318265599787
66.66666666666666,56.66666666666667,train,2.443885965408868E-6,6.783188552126563,0.1093862938818152
66.83333333333331,56.66666666666667,train,2.5965329217229536E-6,7.107352597464511,0.11580727983768901
67.0,56.66666666666667,train,2.411664340358831E-6,6.715601758777815,0.10802496522289728
67.16666666666666,56.66666666666667,train,2.225664352773776E-6,6.332069572217394,0.10012589421703089
67.33333333333331,56.66666666666667,train,2.2571081529235627E-6,6.396561160827928,0.10146614983151359
67.5,56.66666666666667,train,2.262832032854732E-6,6.408300903098857,0.10170990874821073
67.66666666666666,56.66666666666667,train,2.235695879783596E-6,6.352644347211859,0.10055369346676868
67.83333333333331,56.66666666666667,train,2.2718357531377695E-6,6.4267676349090035,0.10209321014235107
68.16666666666666,56.66666666666667,train,3.0747839650675428E-6,8.011101740408572,0.13562637917324805
68.33333333333331,56.66666666666667,train,3.302859732907688E-6,8.41610571050594,0.14492095582296838
68.5,56.66666666666667,train,3.5341041117791428E-6,8.83495519687871,0.1542426286300067
68.66666666666666,56.66666666666667,train,3.598462714587103E-6,8.943785508003252,0.15681885832947895
68.83333333333331,56.66666666666667,train,3.5190214856601762E-6,8.809450496318316,0.1536377440922011
69.0,56.66666666666667,train,3.630350827994556E-6,8.997708265053511,0.15809240830314963
69.16666666666666,56.66666666666667,train,3.731214158153615E-6,9.178542248232601,0.16210804494603093
69.33333333333331,56.66666666666667,train,4.3580582203338185E-6,10.294728571364882,0.1866385096168942
69.5,56.66666666666667,train,4.407074113168808E-6,10.374494022490337,0.18852611219626836
69.66666666666666,56.66666666666667,train,4.46038497308354E-6,10.46124883904137,0.1905741411127847
69.83333333333331,56.66666666666667,train,4.453027983080585E-6,10.449276525724816,0.1902918173469348
70.0,56.66666666666667,train,5.286485560081659E-6,11.73362147027552,0.22165757817151566
70.16666666666666,56.66666666666667,train,5.2168258587460736E-6,11.61993717819781,0.21908324949748137
70.33333333333331,56.66666666666667,train,5.127548319307475E-6,11.47699733889043,0.2157714755019049
66.5,56.5,train,3.4092275644470754E-6,8.611283925157878,0.14922143289204637
66.66666666666666,56.5,train,3.26982705512854E-6,8.356484190071116,0.14358101824173963
66.83333333333331,56.5,train,2.5902805833461726E-6,7.09410753430011,0.11554519117453022
67.0,56.5,train,2.744698375354733E-6,7.402720990347941,0.12199547725724214
67.33333333333331,56.5,train,2.9858716900310705E-6,7.847076637053509,0.13197570388557534
67.5,56.5,train,3.1813877925701424E-6,8.198302148232733,0.13998322249955708
67.66666666666666,56.5,train,3.03292225429461E-6,7.934191348795959,0.1339094834979795
67.83333333333331,56.5,train,3.201238451478154E-6,8.233160666263592,0.14079207998591325
68.16666666666666,56.5,train,3.4259708567953636E-6,8.642397390028224,0.14989639522888853
68.33333333333331,56.5,train,3.5367478897516544E-6,8.839425821888254,0.15434861207391093
68.5,56.5,train,3.913058756174405E-6,9.51424857284872,0.16929942899195838
68.66666666666666,56.5,train,3.7911347893989935E-6,9.28758715139516,0.16448456915406495
68.83333333333331,56.5,train,3.841164340639285E-6,9.381177250002267,0.1664636370361291
69.16666666666666,56.5,train,4.512005864076819E-6,10.542865041878073,0.19255232110991782
69.33333333333331,56.5,train,4.689503135879291E-6,10.818864647748216,0.19931743035818594
69.5,56.5,train,4.932849401537453E-6,11.192126570095999,0.20850027283503691
69.66666666666666,56.5,train,5.274777133003183E-6,11.714513374515137,0.2212254781898464
69.83333333333331,56.5,train,5.273087631717573E-6,11.711756116675433,0.2211631072740885
