Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.38815E-6,31.500033684,0.667891511,0.303306838,0.324906758,0.321856662
2.39489E-6,31.750191003,0.668922917,0.302012368,0.327653815,0.32458214
2.40152E-6,32.000079258,0.669934998,0.300722849,0.330379242,0.327502294
2.40844E-6,32.250194998,0.670986765,0.299435804,0.33313557,0.330199961
2.41485E-6,32.500049043,0.671959072,0.29815371,0.335959879,0.332480463
2.4216E-6,32.750099736,0.6729794,0.296874091,0.338768737,0.334566288
2.42828E-6,33.000122381,0.673985954,0.295598185,0.341571416,0.3368746
2.4342E-6,33.250044766,0.674876105,0.294325991,0.344299933,0.339822566
2.44069E-6,33.50012321,0.675847915,0.293056272,0.347074801,0.342297745
2.44691E-6,33.750130415,0.67677727,0.291790266,0.349828039,0.345162277
2.45296E-6,34.000025,0.677678792,0.290527973,0.352534925,0.348221487
2.45868E-6,34.250030627,0.678529049,0.289268154,0.355235632,0.351252885
2.46468E-6,34.500140049,0.679418195,0.288010811,0.357970329,0.353950552
2.47029E-6,34.750109334,0.680247269,0.286757181,0.360720477,0.35667603
2.47571E-6,35.000129649,0.681045337,0.285506025,0.363393373,0.359679617
2.48129E-6,35.25021633,0.681866478,0.284257345,0.366155881,0.362182607
2.48649E-6,35.500096059,0.682629553,0.283012377,0.368844227,0.365214006
2.49142E-6,35.750232238,0.683350881,0.281768646,0.371544934,0.368022916
2.49637E-6,36.000127891,0.684072926,0.280528629,0.3741962,0.371082126
2.50106E-6,36.250001434,0.684755826,0.279291086,0.376887636,0.374057902
2.50582E-6,36.500097427,0.685448392,0.278054781,0.379541992,0.377144923
2.51057E-6,36.750158605,0.68613683,0.276820951,0.382208708,0.379814779
2.51518E-6,37.000196048,0.686803563,0.275589596,0.384875424,0.382595878
2.52006E-6,37.250200444,0.687508303,0.274360716,0.387613212,0.384820758
2.52456E-6,37.500163275,0.688156271,0.273134312,0.390295378,0.387629669
2.52915E-6,37.750063495,0.688816212,0.271910382,0.393017715,0.390216091
2.53355E-6,38.000164716,0.689447927,0.27068769,0.395693702,0.392997191
2.53788E-6,38.250188392,0.690068143,0.269467473,0.398344967,0.395833913
2.54198E-6,38.500114471,0.690653611,0.268249731,0.401064214,0.397919737
2.54602E-6,38.750190349,0.69123101,0.267033227,0.4037093,0.400728648
2.55029E-6,39.000161757,0.691839092,0.265819198,0.406360566,0.403509748
2.55426E-6,39.25002918,0.692401983,0.264607643,0.409073633,0.405901493
2.55788E-6,39.500017558,0.692916746,0.263397327,0.411743439,0.40859916
2.56144E-6,39.750102106,0.693420767,0.262188248,0.414394705,0.411686181
2.56477E-6,40.000000191,0.693890747,0.260981644,0.417092322,0.414105737
2.56804E-6,40.250225925,0.694352355,0.25977504,0.419802298,0.416441861
2.57136E-6,40.500256101,0.694820573,0.258570911,0.422462834,0.419167339
2.57447E-6,40.750091173,0.695258467,0.257369257,0.425064659,0.42228217
2.57753E-6,41.000218695,0.695689098,0.256167603,0.427774636,0.424423617
2.58043E-6,41.250119374,0.696096021,0.254968424,0.430432082,0.42701004
2.58321E-6,41.500038195,0.696485482,0.253770483,0.433142059,0.429234919
2.58596E-6,41.750228195,0.69687062,0.252572542,0.435796415,0.432016019
2.58883E-6,42.000169059,0.697271338,0.251377076,0.438466221,0.434685875
2.59145E-6,42.25011598,0.6976371,0.250182847,0.441095857,0.43763384
2.59416E-6,42.500060499,0.698016038,0.248989856,0.443722402,0.440442751
2.59656E-6,42.750253817,0.698350336,0.247796865,0.446364398,0.443223851
2.59906E-6,43.000162754,0.698697673,0.246606349,0.449024934,0.445810273
2.60127E-6,43.250038319,0.699005224,0.24541707,0.451673109,0.448285452
2.60374E-6,43.500139686,0.699347936,0.244227792,0.454284205,0.451205607
2.60615E-6,43.750216878,0.699681974,0.243039751,0.45691693,0.453986706
2.60844E-6,44.000258985,0.699999511,0.241852948,0.459558926,0.456656562
2.61091E-6,44.250005161,0.700341782,0.24066862,0.462247272,0.458881442
2.61333E-6,44.500245237,0.700675877,0.239483054,0.464892358,0.461551297
2.61568E-6,44.750192949,0.701000713,0.238299963,0.467525084,0.464221153
2.61798E-6,45.000106514,0.701317877,0.23711811,0.470160899,0.46691882
2.6203E-6,45.250238372,0.701637737,0.235936257,0.472799805,0.469505242
2.62264E-6,45.500065597,0.701959983,0.234756879,0.47543562,0.472175098
2.62494E-6,45.750111247,0.702275809,0.2335775,0.478009635,0.475178686
2.62729E-6,46.000118319,0.702598963,0.23239936,0.48063927,0.477709486
2.6296E-6,46.250083421,0.702915811,0.231222457,0.483222555,0.480768696
2.63191E-6,46.500004356,0.703231665,0.230046791,0.48583365,0.483521985
2.63423E-6,46.750146793,0.703549433,0.228871126,0.488469466,0.486080596
2.63658E-6,47.000244758,0.703871084,0.227696698,0.491086741,0.488500153
2.6388E-6,47.250040215,0.704174672,0.226524745,0.493654575,0.491392497
2.64095E-6,47.500040303,0.70446831,0.225352792,0.49624095,0.494062352
2.64306E-6,47.750236041,0.70475551,0.22418084,0.498855135,0.496704397
2.64505E-6,48.000096439,0.705026851,0.223011362,0.50146932,0.499151765
2.64714E-6,48.250151163,0.705310625,0.221841884,0.504108226,0.501432266
2.64923E-6,48.500138993,0.705595488,0.220673644,0.506697691,0.504157744
2.65135E-6,48.75006196,0.705883553,0.219506641,0.509296426,0.506744167
2.65345E-6,49.000182004,0.706167952,0.218339639,0.511895161,0.509414022
2.65553E-6,49.250235044,0.706449294,0.217173873,0.514521706,0.511805768
2.65748E-6,49.500211691,0.706714115,0.216009346,0.517111171,0.514308758
2.65962E-6,49.750115884,0.707002946,0.214846056,0.519679005,0.517062046
2.66174E-6,50.000220853,0.707290181,0.213682766,0.52227156,0.519648469
2.66374E-6,50.250253194,0.707559578,0.212520713,0.524842485,0.522401758
2.66585E-6,50.500211378,0.707844873,0.211359898,0.527391779,0.525210668
2.66796E-6,50.750102489,0.708129773,0.210200321,0.530036864,0.527324304
2.67016E-6,51.000188561,0.708425125,0.209040744,0.532629419,0.529827294
2.67218E-6,51.250210266,0.708697348,0.207882404,0.535221974,0.532330283
2.67421E-6,51.50015641,0.708969711,0.206725301,0.537839249,0.534666407
2.67628E-6,51.750022394,0.70924736,0.205569437,0.540379273,0.53753094
2.67834E-6,52.000085582,0.709523537,0.204413572,0.542944018,0.540172984
2.68047E-6,52.250073962,0.709809175,0.203258945,0.545480951,0.543037517
2.6826E-6,52.500260542,0.710095251,0.202104317,0.548067326,0.545596129
2.68455E-6,52.75010107,0.710356152,0.200952165,0.550672241,0.547904441
2.68661E-6,53.000127972,0.710630374,0.199800013,0.553249346,0.550463053
2.6887E-6,53.250076642,0.710909299,0.198649099,0.555773919,0.553271964
2.69067E-6,53.500213535,0.711172598,0.197498184,0.558335574,0.555886197
2.6927E-6,53.750001627,0.711443468,0.196349744,0.560906498,0.558444809
2.69475E-6,54.000246849,0.711715969,0.195200067,0.563495963,0.560836555
2.6968E-6,54.250145136,0.71198914,0.194052865,0.566082338,0.563089245
2.69862E-6,54.500223647,0.712231025,0.192905663,0.568631632,0.565620046
2.7006E-6,54.750205615,0.712492955,0.191759699,0.571208736,0.568123036
2.7025E-6,55.000101207,0.712744789,0.190614972,0.57374567,0.570792892
2.70438E-6,55.250169375,0.712994099,0.189470245,0.576341315,0.573017771
2.70627E-6,55.500143064,0.713245318,0.188326756,0.578906059,0.57549295
2.70808E-6,55.750015833,0.713484016,0.187184504,0.581452263,0.578051562
2.70987E-6,56.000053762,0.713721039,0.186042252,0.583998467,0.580777039
2.71161E-6,56.250255137,0.713951054,0.1849,0.586516861,0.583725005
2.71338E-6,56.500073807,0.714183795,0.183760224,0.589007444,0.586784214
2.7152E-6,56.75006143,0.714424117,0.182620447,0.591599999,0.588953472
2.71703E-6,57.000217246,0.714665968,0.18148067,0.594118392,0.591873627
2.71888E-6,57.250269754,0.714908589,0.180342131,0.596667686,0.594432239
2.72067E-6,57.500215988,0.715143896,0.179204829,0.59921698,0.596879606
2.72254E-6,57.750061777,0.71538961,0.178068765,0.601741554,0.599632895
2.7243E-6,58.000071549,0.715620977,0.176932701,0.604256858,0.602413994
2.72614E-6,58.250245151,0.715862671,0.175796637,0.606796882,0.605000417
2.7279E-6,58.500040953,0.716094001,0.174663048,0.609330725,0.607642462
2.72967E-6,58.750000461,0.716325648,0.173529459,0.611861479,0.610256695
2.73141E-6,59.000121605,0.716552874,0.17239587,0.614345882,0.61317685
2.7332E-6,59.250128901,0.716787203,0.171263519,0.616879726,0.615707651
2.73501E-6,59.500024573,0.71702375,0.170132405,0.61941666,0.61821064
2.73681E-6,59.750085725,0.71725893,0.169001291,0.621928873,0.620936118
2.73865E-6,60.000041485,0.717498457,0.167871414,0.624496708,0.623133187
2.74027E-6,60.250154867,0.717710425,0.166741538,0.627030551,0.625663988
2.74215E-6,60.500153013,0.717954132,0.165612899,0.629570575,0.628139166
2.74393E-6,60.750044061,0.718186709,0.164485498,0.6321415,0.630308424
2.74567E-6,61.000095102,0.718413211,0.163358097,0.634659893,0.632867036
2.74752E-6,61.250038815,0.718653203,0.162231933,0.637156656,0.635564702
2.74937E-6,61.500144752,0.718892984,0.161105769,0.639644149,0.638401424
2.75116E-6,61.750143519,0.719125848,0.159980843,0.642165633,0.640960036
2.75295E-6,62.00003248,0.719357754,0.158857154,0.644727287,0.643157104
2.7547E-6,62.25008061,0.719583807,0.157733466,0.647245681,0.645660094
2.75652E-6,62.500015712,0.719818774,0.156611014,0.649791885,0.647884974
2.75835E-6,62.750114209,0.720056156,0.155488563,0.652285558,0.650527018
2.76017E-6,63.000101441,0.720291366,0.15436735,0.654791591,0.653002197
2.76202E-6,63.25025813,0.720529729,0.153246136,0.657334705,0.655115833
2.76383E-6,63.500025628,0.720762459,0.152127398,0.659846919,0.657535389
2.76558E-6,63.750233438,0.720988473,0.151007422,0.662368402,0.659760269
2.76731E-6,64.000041208,0.721210681,0.149889921,0.664862075,0.662318881
2.76905E-6,64.250005667,0.721435363,0.14877242,0.667349568,0.664905304
2.77079E-6,64.500130664,0.721658812,0.147654919,0.669846332,0.667519537
2.77248E-6,64.750130543,0.721875279,0.146538655,0.672361635,0.66982785
2.77425E-6,65.00000857,0.722102291,0.145423629,0.674805867,0.672831438
2.77603E-6,65.250050262,0.722330816,0.144308604,0.67728409,0.675390049
2.77777E-6,65.500248567,0.722553334,0.143193578,0.679725232,0.678310204
2.7796E-6,65.750054533,0.722788784,0.142081027,0.682228176,0.680785383
2.78146E-6,66.000025438,0.723025913,0.140968476,0.684749659,0.683038073
2.78325E-6,66.250160871,0.723255113,0.139855925,0.687258783,0.685429819
2.78514E-6,66.500182748,0.723495872,0.138744612,0.689737006,0.688044053
2.78695E-6,66.750091864,0.723726854,0.137634536,0.692246129,0.690380176
2.78871E-6,67.000160677,0.723951564,0.136524461,0.694724352,0.69299441
2.79061E-6,67.250113747,0.724193271,0.135415622,0.697214935,0.695358345
2.79263E-6,67.500243931,0.724450593,0.134306784,0.699677707,0.697972578
2.79448E-6,67.750266408,0.724685187,0.133199184,0.70213739,0.700642434
2.7964E-6,68.000180763,0.724929212,0.132092821,0.704618703,0.70303418
2.79824E-6,68.2502583,0.725162988,0.130986458,0.707090746,0.705592791
2.80004E-6,68.500222128,0.72539129,0.129881332,0.709578239,0.707984537
2.80186E-6,68.750066498,0.725621254,0.128777444,0.712056461,0.710431905
2.8038E-6,69.000080544,0.725867975,0.127673556,0.714547045,0.712740217
2.80567E-6,69.250262768,0.726103277,0.126569668,0.717031447,0.715076341
2.80757E-6,69.500051433,0.72634372,0.125468255,0.71947877,0.717746197
2.80949E-6,69.750011535,0.726586173,0.124366842,0.721947722,0.720249187
2.81147E-6,70.000146645,0.726836183,0.123265429,0.724422855,0.722613121
